record_type,record_id,person_key,display_name,role,claim_type,claim_value,event_type,organization_name,event_year,source_key,source_url,source_type,status,confidence,priority,review_action,match_features_json,reconciliation_notes
career_event,102,,"Patrick Kevin Gleeson, MD, MSCE",attending_or_outcome_candidate,penn_training_history_candidate,penn_training_history_candidate: University of Pennsylvania / Penn Medicine,attending_profile_training_history_candidate,University of Pennsylvania / Penn Medicine,,penn_attending_profile_providers_profile_patrick_gleeson_42e3bf9ca1,https://www3.pennmedicine.org/providers/profile/patrick-gleeson,career_event,needs_review,0.78,122,Review official profile training-history claim and reconcile to a Penn trainee identity or independent public anchor.,"[""official_penn_profile"", ""profile_name_match"", ""structured_provider_training_field"", ""penn_training_language""]",Career-event candidate; link to prior Penn trainee identity only after source/profile evidence agrees.
evidence_claim,3313,danielle murashige,"Danielle Murashige, MD",resident,pubmed_article_candidate,39960981,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/39960981/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3389,person_elisabeth-elise-seyferth-md_6bace447cecf,"Elisabeth (Elise) Seyferth, MD",resident,pubmed_article_candidate,39658750,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/39658750/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3390,person_elisabeth-elise-seyferth-md_6bace447cecf,"Elisabeth (Elise) Seyferth, MD",resident,pubmed_article_candidate,41222212,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/41222212/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3391,person_elisabeth-elise-seyferth-md_6bace447cecf,"Elisabeth (Elise) Seyferth, MD",resident,pubmed_article_candidate,41896377,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/41896377/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3406,person_elizabeth-critchlow-md-mph_e1f85fe798e3,"Elizabeth Critchlow, MD, MPH",resident,pubmed_article_candidate,37897049,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/37897049/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3418,ellen romich,"Ellen Romich, MD",fellow,pubmed_article_candidate,41412975,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/41412975/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3433,person_emily-eiel-md_b5f92436daf4,"Emily Eiel, MD",resident,pubmed_article_candidate,37090040,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/37090040/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3469,person_eric-schweppe-md_74e343349ff1,"Eric Schweppe, MD*",resident,pubmed_article_candidate,33780398,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/33780398/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3472,person_eric-schweppe-md_74e343349ff1,"Eric Schweppe, MD*",resident,pubmed_article_candidate,39008404,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/39008404/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3498,fatimah alkhunaizi,"Fatimah Alkhunaizi, MD, MS",fellow,pubmed_article_candidate,38584015,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/38584015/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3510,gabriela narowska,"Gabriela Narowska, DO",fellow,pubmed_article_candidate,37998505,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/37998505/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3541,person_gokul-kalyanasundaram-md_83020b19d828,"Gokul Kalyanasundaram, MD",resident,pubmed_article_candidate,37220184,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/37220184/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3576,ian mccurry,"Ian McCurry, MD",fellow,pubmed_article_candidate,34927154,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/34927154/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3600,person_ianto-xi-md_c7e4ef59cd6f,"Ianto Xi, MD",resident,pubmed_article_candidate,38521564,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/38521564/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3623,james mceldrew,"James McEldrew, DO",fellow,pubmed_article_candidate,34389222,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/34389222/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3635,person_jared-alswang-md_930826e78aec,"Jared Alswang, MD",resident,pubmed_article_candidate,37619942,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/37619942/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3637,person_jared-alswang-md_930826e78aec,"Jared Alswang, MD",resident,pubmed_article_candidate,38361009,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/38361009/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3638,person_jared-alswang-md_930826e78aec,"Jared Alswang, MD",resident,pubmed_article_candidate,38513756,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/38513756/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3639,person_jared-alswang-md_930826e78aec,"Jared Alswang, MD",resident,pubmed_article_candidate,38824041,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/38824041/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3640,person_jared-alswang-md_930826e78aec,"Jared Alswang, MD",resident,pubmed_article_candidate,38964631,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/38964631/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3648,javier eli sierra pagan,Javier Eli Sierra-Pagan MD,resident,pubmed_article_candidate,37036809,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/37036809/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3677,jessica oribabor,"Jessica Oribabor, MD, MS",fellow,pubmed_article_candidate,39878798,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/39878798/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3685,jetmir vojnika,"Jetmir Vojnika, MD",fellow,pubmed_article_candidate,32621215,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/32621215/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3688,jetmir vojnika,"Jetmir Vojnika, MD",fellow,pubmed_article_candidate,40704952,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/40704952/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3691,person_joav-birjiniuk-md_a574408e4d22,"Joav Birjiniuk, MD",fellow,pubmed_article_candidate,28608325,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/28608325/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3726,person_joseph-t-tarr-md-phd_3757c7234e91,"Joseph T. Tarr, MD, PhD",fellow,pubmed_article_candidate,32195855,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/32195855/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3730,person_joseph-t-tarr-md-phd_3757c7234e91,"Joseph T. Tarr, MD, PhD",fellow,pubmed_article_candidate,41885591,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/41885591/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
evidence_claim,3752,person_julia-anna-gasior-md_db39cc467fca,"Julia Anna Gasior, MD",resident,pubmed_article_candidate,38829617,,,,pubmed_eutilities,https://pubmed.ncbi.nlm.nih.gov/38829617/,scholarly_api,needs_review,0.91,114,"Review article author, affiliation, topic, and source profile anchors before accepting publication enrichment.","[""article_author_name_match"", ""bounded_author_query"", ""prior_training_or_education_affiliation"", ""program_topic_match"", ""recent_publication""]",Article-level PubMed candidate; accept only after identity review confirms non-name anchors.
