reconciliation_key,source_key,candidate_key,source_url,effective_url,source_program_name,source_department,extraction_status,records_extracted,loaded_membership_count,loaded_person_count,official_program_key,official_program_name,official_coverage_status,gap_reason_status,source_candidate_status,denominator_link_status,denominator_link_confidence,recommended_next_action,evidence_json,audited_at
official_gap_roster_reconciliation_452d2fa7d67d4898b287,penn_gme_gap_radiationoncologymedicalresidency_current_residents_html_cc7963227b,seed_roster_candidate_17,https://www.med.upenn.edu/radiationoncologymedicalresidency/current-residents.html,https://www.med.upenn.edu/radiationoncologymedicalresidency/current-residents.html,Radiation Oncology,Radiation Oncology,records_extracted,17,17,17,,,,,,records_extracted_seed_without_denominator_key,0.58,Review source/program alias and attach an official_program_key before counting denominator coverage.,"{""coverage_row"": {}, ""gap_reason_row"": {}, ""gap_roster_source"": {""candidate_confidence"": 0.75, ""candidate_key"": ""seed_roster_candidate_17"", ""candidate_priority"": 150, ""candidate_title"": ""Current Residents"", ""department"": ""Radiation Oncology"", ""effective_url"": ""https://www.med.upenn.edu/radiationoncologymedicalresidency/current-residents.html"", ""extraction_status"": ""records_extracted"", ""extractors_used"": [""profile_component""], ""fetched_at"": ""2026-06-02T07:24:44.493075+00:00"", ""http_status"": 200, ""official_program_key"": """", ""program_name"": ""Radiation Oncology"", ""records_extracted"": 17, ""sha256"": ""10cc347c85c4620f775b180a7e0b5e0f3ec8e215ba60a20dc9ddfd814dec7732"", ""source_key"": ""penn_gme_gap_radiationoncologymedicalresidency_current_residents_html_cc7963227b"", ""source_type"": ""official_gap_roster"", ""url"": ""https://www.med.upenn.edu/radiationoncologymedicalresidency/current-residents.html""}, ""matched_source_candidate"": {}, ""official_program"": {}}",2026-06-02T10:45:04.157591+00:00
official_gap_roster_reconciliation_100a01e9075abe0ce357,penn_gme_gap_departments_and_centers_podiatry_and_podiatric_surgery_education_and_t_ebe320ba1d,seed_roster_candidate_16,https://www3.pennmedicine.org/departments-and-centers/podiatry-and-podiatric-surgery/education-and-training/residency-program/residents,https://www3.pennmedicine.org/departments-and-centers/podiatry-and-podiatric-surgery/education-and-training/residency-program/residents,Podiatric Surgery,Podiatric Surgery,records_extracted,16,16,16,,,,,,records_extracted_seed_without_denominator_key,0.58,Review source/program alias and attach an official_program_key before counting denominator coverage.,"{""coverage_row"": {}, ""gap_reason_row"": {}, ""gap_roster_source"": {""candidate_confidence"": 0.75, ""candidate_key"": ""seed_roster_candidate_16"", ""candidate_priority"": 150, ""candidate_title"": ""Residents"", ""department"": ""Podiatric Surgery"", ""effective_url"": ""https://www3.pennmedicine.org/departments-and-centers/podiatry-and-podiatric-surgery/education-and-training/residency-program/residents"", ""extraction_status"": ""records_extracted"", ""extractors_used"": [""bio_component""], ""fetched_at"": ""2026-06-02T07:24:44.257662+00:00"", ""http_status"": 200, ""official_program_key"": """", ""program_name"": ""Podiatric Surgery"", ""records_extracted"": 16, ""sha256"": ""b3c9eaee2e0fd53d5795880d60a18cc045571c266808d308f173f191ee2f9fe6"", ""source_key"": ""penn_gme_gap_departments_and_centers_podiatry_and_podiatric_surgery_education_and_t_ebe320ba1d"", ""source_type"": ""official_gap_roster"", ""url"": ""https://www3.pennmedicine.org/departments-and-centers/podiatry-and-podiatric-surgery/education-and-training/residency-program/residents""}, ""matched_source_candidate"": {}, ""official_program"": {}}",2026-06-02T10:45:04.157591+00:00
official_gap_roster_reconciliation_2c23bdcac21738934d81,penn_gme_gap_residents_2026_a44d511002,seed_roster_candidate_11,https://neuroresidency.uphs.upenn.edu/residents/2026,https://neuroresidency.uphs.upenn.edu/residents/2026,Neurology,Neurology,records_extracted,14,14,14,,,,,,records_extracted_seed_without_denominator_key,0.58,Review source/program alias and attach an official_program_key before counting denominator coverage.,"{""coverage_row"": {}, ""gap_reason_row"": {}, ""gap_roster_source"": {""candidate_confidence"": 0.75, ""candidate_key"": ""seed_roster_candidate_11"", ""candidate_priority"": 150, ""candidate_title"": ""Class of 2026"", ""department"": ""Neurology"", ""effective_url"": ""https://neuroresidency.uphs.upenn.edu/residents/2026/"", ""extraction_status"": ""records_extracted"", ""extractors_used"": [""neurology_archive_card""], ""fetched_at"": ""2026-06-02T07:24:40.317531+00:00"", ""http_status"": 200, ""official_program_key"": """", ""program_name"": ""Neurology"", ""records_extracted"": 14, ""sha256"": ""cf401d9d4911f2aea52ca8ca99225860b508a4652983d1abe7041cb0527a2a72"", ""source_key"": ""penn_gme_gap_residents_2026_a44d511002"", ""source_type"": ""official_gap_roster"", ""url"": ""https://neuroresidency.uphs.upenn.edu/residents/2026""}, ""matched_source_candidate"": {}, ""official_program"": {}}",2026-06-02T10:45:04.157591+00:00
official_gap_roster_reconciliation_225d0d82b8e8dc30a937,penn_gme_gap_residents_2027_15a734ed51,seed_roster_candidate_12,https://neuroresidency.uphs.upenn.edu/residents/2027,https://neuroresidency.uphs.upenn.edu/residents/2027,Neurology,Neurology,records_extracted,14,14,14,,,,,,records_extracted_seed_without_denominator_key,0.58,Review source/program alias and attach an official_program_key before counting denominator coverage.,"{""coverage_row"": {}, ""gap_reason_row"": {}, ""gap_roster_source"": {""candidate_confidence"": 0.75, ""candidate_key"": ""seed_roster_candidate_12"", ""candidate_priority"": 150, ""candidate_title"": ""Class of 2027"", ""department"": ""Neurology"", ""effective_url"": ""https://neuroresidency.uphs.upenn.edu/residents/2027/"", ""extraction_status"": ""records_extracted"", ""extractors_used"": [""neurology_archive_card""], ""fetched_at"": ""2026-06-02T07:24:40.364467+00:00"", ""http_status"": 200, ""official_program_key"": """", ""program_name"": ""Neurology"", ""records_extracted"": 14, ""sha256"": ""2a4129013964578ee5d569a3b57e8a2f9ccfb7ef15e30d231b36c666807f40a2"", ""source_key"": ""penn_gme_gap_residents_2027_15a734ed51"", ""source_type"": ""official_gap_roster"", ""url"": ""https://neuroresidency.uphs.upenn.edu/residents/2027""}, ""matched_source_candidate"": {}, ""official_program"": {}}",2026-06-02T10:45:04.157591+00:00
official_gap_roster_reconciliation_3c345c82ce59e34708c3,penn_gme_gap_residents_2028_420d5a86f8,seed_roster_candidate_13,https://neuroresidency.uphs.upenn.edu/residents/2028,https://neuroresidency.uphs.upenn.edu/residents/2028,Neurology,Neurology,records_extracted,14,14,14,,,,,,records_extracted_seed_without_denominator_key,0.58,Review source/program alias and attach an official_program_key before counting denominator coverage.,"{""coverage_row"": {}, ""gap_reason_row"": {}, ""gap_roster_source"": {""candidate_confidence"": 0.75, ""candidate_key"": ""seed_roster_candidate_13"", ""candidate_priority"": 150, ""candidate_title"": ""Class of 2028"", ""department"": ""Neurology"", ""effective_url"": ""https://neuroresidency.uphs.upenn.edu/residents/2028/"", ""extraction_status"": ""records_extracted"", ""extractors_used"": [""neurology_archive_card""], ""fetched_at"": ""2026-06-02T07:24:40.412771+00:00"", ""http_status"": 200, ""official_program_key"": """", ""program_name"": ""Neurology"", ""records_extracted"": 14, ""sha256"": ""29374936f70fd5d50f67a9872082485bdaf84d7c50b227cbed96015f88309ea0"", ""source_key"": ""penn_gme_gap_residents_2028_420d5a86f8"", ""source_type"": ""official_gap_roster"", ""url"": ""https://neuroresidency.uphs.upenn.edu/residents/2028""}, ""matched_source_candidate"": {}, ""official_program"": {}}",2026-06-02T10:45:04.157591+00:00
official_gap_roster_reconciliation_deaa618f3d0ca3ececc9,penn_gme_gap_residents_2029_3396e9a918,seed_roster_candidate_14,https://neuroresidency.uphs.upenn.edu/residents/2029,https://neuroresidency.uphs.upenn.edu/residents/2029,Neurology,Neurology,records_extracted,12,12,12,,,,,,records_extracted_seed_without_denominator_key,0.58,Review source/program alias and attach an official_program_key before counting denominator coverage.,"{""coverage_row"": {}, ""gap_reason_row"": {}, ""gap_roster_source"": {""candidate_confidence"": 0.75, ""candidate_key"": ""seed_roster_candidate_14"", ""candidate_priority"": 150, ""candidate_title"": ""Class of 2029"", ""department"": ""Neurology"", ""effective_url"": ""https://neuroresidency.uphs.upenn.edu/residents/2029/"", ""extraction_status"": ""records_extracted"", ""extractors_used"": [""neurology_archive_card""], ""fetched_at"": ""2026-06-02T07:24:40.463096+00:00"", ""http_status"": 200, ""official_program_key"": """", ""program_name"": ""Neurology"", ""records_extracted"": 12, ""sha256"": ""2cd09da7656065215801541ed834fcb1ca78253ee02a3ebb8958fcf3bbca3b6d"", ""source_key"": ""penn_gme_gap_residents_2029_3396e9a918"", ""source_type"": ""official_gap_roster"", ""url"": ""https://neuroresidency.uphs.upenn.edu/residents/2029""}, ""matched_source_candidate"": {}, ""official_program"": {}}",2026-06-02T10:45:04.157591+00:00
official_gap_roster_reconciliation_af96565ee42063e86097,penn_gme_gap_current_fellows_48b23e627d,seed_roster_candidate_8,https://oto.med.upenn.edu/current-fellows,https://oto.med.upenn.edu/current-fellows,Otorhinolaryngology,Otorhinolaryngology,records_extracted,12,12,12,,,,,,records_extracted_seed_without_denominator_key,0.58,Review source/program alias and attach an official_program_key before counting denominator coverage.,"{""coverage_row"": {}, ""gap_reason_row"": {}, ""gap_roster_source"": {""candidate_confidence"": 0.75, ""candidate_key"": ""seed_roster_candidate_8"", ""candidate_priority"": 150, ""candidate_title"": ""Current Fellows"", ""department"": ""Otorhinolaryngology"", ""effective_url"": ""https://oto.med.upenn.edu/current-fellows/"", ""extraction_status"": ""records_extracted"", ""extractors_used"": [""heading_name_list""], ""fetched_at"": ""2026-06-02T07:24:42.538620+00:00"", ""http_status"": 200, ""official_program_key"": """", ""program_name"": ""Otorhinolaryngology"", ""records_extracted"": 12, ""sha256"": ""0d9d09a1de4a45991da6595e92dcf1c4d581d5ffbd4c51d2f65bb97302c757eb"", ""source_key"": ""penn_gme_gap_current_fellows_48b23e627d"", ""source_type"": ""official_gap_roster"", ""url"": ""https://oto.med.upenn.edu/current-fellows""}, ""matched_source_candidate"": {}, ""official_program"": {}}",2026-06-02T10:45:04.157591+00:00
official_gap_roster_reconciliation_bac625655652924d2304,penn_gme_gap_departments_and_centers_orthopaedic_surgery_education_and_training_fel_317af73c2c,seed_roster_candidate_7,https://www3.pennmedicine.org/departments-and-centers/orthopaedic-surgery/education-and-training/fellowships/current-fellows,https://www3.pennmedicine.org/departments-and-centers/orthopaedic-surgery/education-and-training/fellowships/current-fellows,Adult Reconstructive Orthopedics,Orthopedic Surgery,records_extracted,11,11,11,,,,,,records_extracted_seed_without_denominator_key,0.58,Review source/program alias and attach an official_program_key before counting denominator coverage.,"{""coverage_row"": {}, ""gap_reason_row"": {}, ""gap_roster_source"": {""candidate_confidence"": 0.75, ""candidate_key"": ""seed_roster_candidate_7"", ""candidate_priority"": 150, ""candidate_title"": ""Current Fellows"", ""department"": ""Orthopedic Surgery"", ""effective_url"": ""https://www3.pennmedicine.org/departments-and-centers/orthopaedic-surgery/education-and-training/fellowships/current-fellows"", ""extraction_status"": ""records_extracted"", ""extractors_used"": [""heading_name_list""], ""fetched_at"": ""2026-06-02T07:24:41.389448+00:00"", ""http_status"": 200, ""official_program_key"": """", ""program_name"": ""Adult Reconstructive Orthopedics"", ""records_extracted"": 11, ""sha256"": ""c9b4db5166579aa16179322acd50e051f52d5b9a8c72b6364facb9c34b125d6b"", ""source_key"": ""penn_gme_gap_departments_and_centers_orthopaedic_surgery_education_and_training_fel_317af73c2c"", ""source_type"": ""official_gap_roster"", ""url"": ""https://www3.pennmedicine.org/departments-and-centers/orthopaedic-surgery/education-and-training/fellowships/current-fellows""}, ""matched_source_candidate"": {}, ""official_program"": {}}",2026-06-02T10:45:04.157591+00:00
official_gap_roster_reconciliation_65fd8e33aa96baaf9284,penn_gme_gap_departments_and_centers_obstetrics_and_gynecology_education_and_traini_809aec2b3a,seed_roster_candidate_4,https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/maternal-fetal-medicine,https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/maternal-fetal-medicine,Maternal Fetal Medicine,Obstetrics and Gynecology,records_extracted,8,8,8,,,,,,records_extracted_seed_without_denominator_key,0.58,Review source/program alias and attach an official_program_key before counting denominator coverage.,"{""coverage_row"": {}, ""gap_reason_row"": {}, ""gap_roster_source"": {""candidate_confidence"": 0.75, ""candidate_key"": ""seed_roster_candidate_4"", ""candidate_priority"": 150, ""candidate_title"": ""Current Fellows"", ""department"": ""Obstetrics and Gynecology"", ""effective_url"": ""https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/maternal-fetal-medicine"", ""extraction_status"": ""records_extracted"", ""extractors_used"": [""obgyn_current_fellows""], ""fetched_at"": ""2026-06-02T07:24:40.774174+00:00"", ""http_status"": 200, ""official_program_key"": """", ""program_name"": ""Maternal Fetal Medicine"", ""records_extracted"": 8, ""sha256"": ""2e81f68ddff4abb2209683f1ad6887c1c40ba281ede59b7d3898166f587008ff"", ""source_key"": ""penn_gme_gap_departments_and_centers_obstetrics_and_gynecology_education_and_traini_809aec2b3a"", ""source_type"": ""official_gap_roster"", ""url"": ""https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/maternal-fetal-medicine""}, ""matched_source_candidate"": {}, ""official_program"": {}}",2026-06-02T10:45:04.157591+00:00
official_gap_roster_reconciliation_feed78b2d84f12f70b6c,penn_gme_gap_departments_oral_medicine_resident_profiles_0713b05587,seed_roster_candidate_27,https://www.dental.upenn.edu/departments/oral-medicine/resident-profiles,https://www.dental.upenn.edu/departments/oral-medicine/resident-profiles,Oral Medicine,Oral and Maxillofacial Surgery,records_extracted,8,8,8,,,,,,records_extracted_seed_without_denominator_key,0.58,Review source/program alias and attach an official_program_key before counting denominator coverage.,"{""coverage_row"": {}, ""gap_reason_row"": {}, ""gap_roster_source"": {""candidate_confidence"": 0.75, ""candidate_key"": ""seed_roster_candidate_27"", ""candidate_priority"": 150, ""candidate_title"": ""Current Residents"", ""department"": ""Oral and Maxillofacial Surgery"", ""effective_url"": ""https://www.dental.upenn.edu/departments/oral-medicine/resident-profiles/"", ""extraction_status"": ""records_extracted"", ""extractors_used"": [""accordion_header""], ""fetched_at"": ""2026-06-02T07:24:41.286971+00:00"", ""http_status"": 200, ""official_program_key"": """", ""program_name"": ""Oral Medicine"", ""records_extracted"": 8, ""sha256"": ""5593fd4e2bac7a91df81c40dac776b8213225b36241524e5550f624331aab33a"", ""source_key"": ""penn_gme_gap_departments_oral_medicine_resident_profiles_0713b05587"", ""source_type"": ""official_gap_roster"", ""url"": ""https://www.dental.upenn.edu/departments/oral-medicine/resident-profiles""}, ""matched_source_candidate"": {}, ""official_program"": {}}",2026-06-02T10:45:04.157591+00:00
official_gap_roster_reconciliation_2cc9757a555a132b03f2,penn_gme_gap_sleepctr_fellows_html_b85053b760,seed_roster_candidate_23,https://www.med.upenn.edu/sleepctr/fellows.html,https://www.med.upenn.edu/sleepctr/fellows.html,Sleep Medicine,Internal Medicine,records_extracted,7,7,7,,,,,,records_extracted_seed_without_denominator_key,0.58,Review source/program alias and attach an official_program_key before counting denominator coverage.,"{""coverage_row"": {}, ""gap_reason_row"": {}, ""gap_roster_source"": {""candidate_confidence"": 0.75, ""candidate_key"": ""seed_roster_candidate_23"", ""candidate_priority"": 150, ""candidate_title"": ""Fellows"", ""department"": ""Internal Medicine"", ""effective_url"": ""https://www.med.upenn.edu/sleepctr/fellows.html"", ""extraction_status"": ""records_extracted"", ""extractors_used"": [""profile_component""], ""fetched_at"": ""2026-06-02T07:24:40.071929+00:00"", ""http_status"": 200, ""official_program_key"": """", ""program_name"": ""Sleep Medicine"", ""records_extracted"": 7, ""sha256"": ""fb3e8a930ba73c97c7b5978dd84e8e1a057093d5a065ec9147d3c4b25e5f4006"", ""source_key"": ""penn_gme_gap_sleepctr_fellows_html_b85053b760"", ""source_type"": ""official_gap_roster"", ""url"": ""https://www.med.upenn.edu/sleepctr/fellows.html""}, ""matched_source_candidate"": {}, ""official_program"": {}}",2026-06-02T10:45:04.157591+00:00
official_gap_roster_reconciliation_33baf9126e741039aa19,penn_gme_gap_departments_and_centers_obstetrics_and_gynecology_education_and_traini_a07c76c145,seed_roster_candidate_3,https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/gynecologic-oncology,https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/gynecologic-oncology,Gynecologic Oncology,Obstetrics and Gynecology,records_extracted,6,6,6,,,,,,records_extracted_seed_without_denominator_key,0.58,Review source/program alias and attach an official_program_key before counting denominator coverage.,"{""coverage_row"": {}, ""gap_reason_row"": {}, ""gap_roster_source"": {""candidate_confidence"": 0.75, ""candidate_key"": ""seed_roster_candidate_3"", ""candidate_priority"": 150, ""candidate_title"": ""Current Fellows"", ""department"": ""Obstetrics and Gynecology"", ""effective_url"": ""https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/gynecologic-oncology"", ""extraction_status"": ""records_extracted"", ""extractors_used"": [""obgyn_current_fellows""], ""fetched_at"": ""2026-06-02T07:24:40.668925+00:00"", ""http_status"": 200, ""official_program_key"": """", ""program_name"": ""Gynecologic Oncology"", ""records_extracted"": 6, ""sha256"": ""097bbe79a22056b2106f4895e34f66edf0fabe410a6326455189c8cff46842af"", ""source_key"": ""penn_gme_gap_departments_and_centers_obstetrics_and_gynecology_education_and_traini_a07c76c145"", ""source_type"": ""official_gap_roster"", ""url"": ""https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/gynecologic-oncology""}, ""matched_source_candidate"": {}, ""official_program"": {}}",2026-06-02T10:45:04.157591+00:00
official_gap_roster_reconciliation_fcf9dfa129fbac962370,penn_gme_gap_departments_and_centers_obstetrics_and_gynecology_education_and_traini_9f2f64f93c,seed_roster_candidate_5,https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/reproductive-endocrinology,https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/reproductive-endocrinology,Reproductive Endocrinology and Infertility,Obstetrics and Gynecology,records_extracted,6,6,6,,,,,,records_extracted_seed_without_denominator_key,0.58,Review source/program alias and attach an official_program_key before counting denominator coverage.,"{""coverage_row"": {}, ""gap_reason_row"": {}, ""gap_roster_source"": {""candidate_confidence"": 0.75, ""candidate_key"": ""seed_roster_candidate_5"", ""candidate_priority"": 150, ""candidate_title"": ""Current Fellows"", ""department"": ""Obstetrics and Gynecology"", ""effective_url"": ""https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/reproductive-endocrinology"", ""extraction_status"": ""records_extracted"", ""extractors_used"": [""obgyn_current_fellows""], ""fetched_at"": ""2026-06-02T07:24:40.992552+00:00"", ""http_status"": 200, ""official_program_key"": """", ""program_name"": ""Reproductive Endocrinology and Infertility"", ""records_extracted"": 6, ""sha256"": ""6d1a3b691f4c8e53e62bec67a94e9ba460174a5604523c9154df6094354d3b13"", ""source_key"": ""penn_gme_gap_departments_and_centers_obstetrics_and_gynecology_education_and_traini_9f2f64f93c"", ""source_type"": ""official_gap_roster"", ""url"": ""https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/reproductive-endocrinology""}, ""matched_source_candidate"": {}, ""official_program"": {}}",2026-06-02T10:45:04.157591+00:00
official_gap_roster_reconciliation_6b9a44f527b3f015e71c,penn_gme_gap_departments_and_centers_obstetrics_and_gynecology_education_and_traini_291e92d34d,seed_roster_candidate_6,https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/urogynecology,https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/urogynecology,Urogynecology and Reconstructive Pelvic Surgery,Obstetrics and Gynecology,records_extracted,4,4,4,,,,,,records_extracted_seed_without_denominator_key,0.58,Review source/program alias and attach an official_program_key before counting denominator coverage.,"{""coverage_row"": {}, ""gap_reason_row"": {}, ""gap_roster_source"": {""candidate_confidence"": 0.75, ""candidate_key"": ""seed_roster_candidate_6"", ""candidate_priority"": 150, ""candidate_title"": ""Current Fellows"", ""department"": ""Obstetrics and Gynecology"", ""effective_url"": ""https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/urogynecology"", ""extraction_status"": ""records_extracted"", ""extractors_used"": [""obgyn_current_fellows""], ""fetched_at"": ""2026-06-02T07:24:41.097304+00:00"", ""http_status"": 200, ""official_program_key"": """", ""program_name"": ""Urogynecology and Reconstructive Pelvic Surgery"", ""records_extracted"": 4, ""sha256"": ""a82d4a60e87b47a27a70ab2ae4e8f94f5c15acb79235a0d4b0329b90b218d2d8"", ""source_key"": ""penn_gme_gap_departments_and_centers_obstetrics_and_gynecology_education_and_traini_291e92d34d"", ""source_type"": ""official_gap_roster"", ""url"": ""https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/urogynecology""}, ""matched_source_candidate"": {}, ""official_program"": {}}",2026-06-02T10:45:04.157591+00:00
official_gap_roster_reconciliation_659c843b12f26673d1f4,penn_gme_gap_departments_and_centers_department_of_surgery_education_and_training_f_4a5e8aaebf,seed_roster_candidate_18,https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/colon-and-rectal-surgery-fellowship/fellows,https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/colon-and-rectal-surgery-fellowship/fellows,Colon and Rectal Surgery,Surgery,records_extracted,1,1,1,,,,,,records_extracted_seed_without_denominator_key,0.58,Review source/program alias and attach an official_program_key before counting denominator coverage.,"{""coverage_row"": {}, ""gap_reason_row"": {}, ""gap_roster_source"": {""candidate_confidence"": 0.75, ""candidate_key"": ""seed_roster_candidate_18"", ""candidate_priority"": 150, ""candidate_title"": ""Meet Our Fellow"", ""department"": ""Surgery"", ""effective_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/colon-and-rectal-surgery-fellowship/fellows"", ""extraction_status"": ""records_extracted"", ""extractors_used"": [""bio_component""], ""fetched_at"": ""2026-06-02T07:24:44.634255+00:00"", ""http_status"": 200, ""official_program_key"": """", ""program_name"": ""Colon and Rectal Surgery"", ""records_extracted"": 1, ""sha256"": ""832ffedea747aacea2c6717eca93b525c2af281740374018cdc16efb35e8d4bf"", ""source_key"": ""penn_gme_gap_departments_and_centers_department_of_surgery_education_and_training_f_4a5e8aaebf"", ""source_type"": ""official_gap_roster"", ""url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/colon-and-rectal-surgery-fellowship/fellows""}, ""matched_source_candidate"": {}, ""official_program"": {}}",2026-06-02T10:45:04.157591+00:00
official_gap_roster_reconciliation_51e3e1e08f18555ef3cb,penn_gme_gap_departments_and_centers_department_of_surgery_education_and_training_f_3d64800a80,seed_roster_candidate_19,https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/craniofacial-surgery-fellowship/fellow,https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/craniofacial-surgery-fellowship/fellow,Craniofacial Surgery,Surgery,records_extracted,1,1,1,,,,,,records_extracted_seed_without_denominator_key,0.58,Review source/program alias and attach an official_program_key before counting denominator coverage.,"{""coverage_row"": {}, ""gap_reason_row"": {}, ""gap_roster_source"": {""candidate_confidence"": 0.75, ""candidate_key"": ""seed_roster_candidate_19"", ""candidate_priority"": 150, ""candidate_title"": ""Meet Our Fellow"", ""department"": ""Surgery"", ""effective_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/craniofacial-surgery-fellowship/fellow"", ""extraction_status"": ""records_extracted"", ""extractors_used"": [""bio_component""], ""fetched_at"": ""2026-06-02T07:24:44.749464+00:00"", ""http_status"": 200, ""official_program_key"": """", ""program_name"": ""Craniofacial Surgery"", ""records_extracted"": 1, ""sha256"": ""2bfaf3510a75f03680f454b1405d3f34c18687680d893bd65cd8846d8d6bdc91"", ""source_key"": ""penn_gme_gap_departments_and_centers_department_of_surgery_education_and_training_f_3d64800a80"", ""source_type"": ""official_gap_roster"", ""url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/craniofacial-surgery-fellowship/fellow""}, ""matched_source_candidate"": {}, ""official_program"": {}}",2026-06-02T10:45:04.157591+00:00
official_gap_roster_reconciliation_fac45961a2ca1e64a778,penn_gme_gap_departments_and_centers_department_of_surgery_education_and_training_f_f581b419c4,seed_roster_candidate_20,https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/thoracic-surgery-fellowship-thoracic-track/fellow,https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/thoracic-surgery-fellowship-thoracic-track/fellow,Thoracic Surgery - Thoracic Track,Surgery,records_extracted,1,1,1,,,,,,records_extracted_seed_without_denominator_key,0.58,Review source/program alias and attach an official_program_key before counting denominator coverage.,"{""coverage_row"": {}, ""gap_reason_row"": {}, ""gap_roster_source"": {""candidate_confidence"": 0.75, ""candidate_key"": ""seed_roster_candidate_20"", ""candidate_priority"": 150, ""candidate_title"": ""Meet Our Fellow"", ""department"": ""Surgery"", ""effective_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/thoracic-surgery-fellowship-thoracic-track/fellow"", ""extraction_status"": ""records_extracted"", ""extractors_used"": [""bio_component""], ""fetched_at"": ""2026-06-02T07:24:44.863187+00:00"", ""http_status"": 200, ""official_program_key"": """", ""program_name"": ""Thoracic Surgery - Thoracic Track"", ""records_extracted"": 1, ""sha256"": ""489532bef8cc0ee596f309a000a6fb6f36a5b38a74cb6962f80c94e1abca524a"", ""source_key"": ""penn_gme_gap_departments_and_centers_department_of_surgery_education_and_training_f_f581b419c4"", ""source_type"": ""official_gap_roster"", ""url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/thoracic-surgery-fellowship-thoracic-track/fellow""}, ""matched_source_candidate"": {}, ""official_program"": {}}",2026-06-02T10:45:04.157591+00:00
